id,date,excercise_list,workout_fun_factor,duration,cal_burnt,mood,activeness
1938,2021-04-09,deadlift superman lat_pulldown pull_up ,5,114,,1,1
1939,2021-05-13,dumbbell_fly ,3,30,,2,0
1940,2022-12-11,dumbbell_row farmers_walk battle_ropes push_press,4,82,,0,0
1941,2022-07-26,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,5,98,,2,0
1942,2021-10-03,crunches plank russian_twist side_plank bird_dog burpee,5,40,,0,1
1943,2021-04-23,pull_up lat_pulldown push_up dumbbell_row push_press,4,78,,0,0
1944,2022-11-24,pull_up lat_pulldown push_up dumbbell_row push_press,3,115,,2,1
1945,2021-07-10,deadlift superman lat_pulldown pull_up ,2,66,,1,1
1946,2022-12-05,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,3,72,,1,2
1947,2022-11-21,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,1,41,,0,1
1948,2022-02-02,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,4,33,,2,1
1949,2022-01-01,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,3,109,,2,2
1950,2021-08-22,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,0,51,,2,0
1951,2022-10-06,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,1,56,,2,0
1952,2022-04-26,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,4,106,,0,2
1953,2022-05-12,dumbbell_row farmers_walk battle_ropes push_press,2,39,,0,0
1954,2022-05-16,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,4,74,,2,0
1955,2021-06-09,pull_up lat_pulldown push_up dumbbell_row push_press,2,68,,0,2
1956,2021-09-07,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,5,33,,1,0
1957,2021-05-05,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,2,79,,2,2
1958,2021-12-12,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,0,63,,1,0
1959,2021-04-12,dumbbell_row farmers_walk battle_ropes push_press,5,111,,2,1
1960,2022-07-27,dumbbell_fly ,3,90,,2,2
1961,2022-02-11,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,0,97,,1,2
1962,2021-01-24,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,5,65,,0,2
1963,2022-10-14,deadlift superman lat_pulldown pull_up ,5,42,,0,1
1964,2021-02-03,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,0,79,,2,2
1965,2022-11-13,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,4,62,,2,2
1966,2022-10-24,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,4,98,,1,1
1967,2021-07-08,dumbbell_fly ,2,96,,2,1
1968,2022-08-08,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,4,51,,0,1
1969,2021-05-13,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,1,69,,0,1
1970,2021-06-10,yoga,1,87,,1,1
1971,2021-10-07,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,4,65,,0,2
1972,2022-06-22,bicep_curl pull_up lat_pulldown dumbbell_row push_press,5,84,,1,1
1973,2021-02-01,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,0,97,,0,0
1974,2022-10-15,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,5,65,,1,2
1975,2021-11-27,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,5,38,,1,2
1976,2021-01-25,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,1,109,,2,1
1977,2022-07-26,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,2,79,,1,0
1978,2021-12-10,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,3,32,,1,2
1979,2021-10-23,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,1,105,,2,1
1980,2021-07-22,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,0,103,,1,1
1981,2021-02-20,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,4,43,,2,0
1982,2022-05-06,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,0,51,,2,0
1983,2022-02-15,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,5,90,,0,2
1984,2022-08-02,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,4,36,,2,2
1985,2021-10-16,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,2,99,,2,1
1986,2021-03-07,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,2,45,,1,2
1987,2022-04-03,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,5,95,,0,2
1988,2021-02-18,crunches plank russian_twist side_plank bird_dog burpee,1,59,,1,0
1989,2021-05-20,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,2,85,,2,0
1990,2021-11-05,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,5,51,,2,2
1991,2021-07-08,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,4,86,,2,1
1992,2021-02-14,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,2,72,,1,1
1993,2022-05-16,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,0,106,,0,2
1994,2022-09-23,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,0,72,,0,0
1995,2021-04-26,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,3,51,,0,1
1996,2021-05-29,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,5,40,,0,2
1997,2021-04-23,yoga,4,98,,2,1
1998,2022-09-15,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,5,41,,2,0
1999,2021-01-04,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,4,32,,0,2
2000,2022-09-23,crunches plank russian_twist side_plank bird_dog burpee,0,96,,2,1
2001,2023-07-10,dumbbell_row farmers_walk battle_ropes push_press,3,82,,2,2
2002,2023-06-27,dumbbell_row farmers_walk battle_ropes push_press,0,99,,0,2
2003,2023-02-12,dumbbell_row farmers_walk battle_ropes push_press,2,35,,1,0
2004,2023-05-28,pull_up lat_pulldown push_up dumbbell_row push_press,1,63,,2,1
2005,2023-07-03,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,1,47,,1,2
2006,2023-05-27,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,0,71,,2,2
2007,2023-04-25,dumbbell_row farmers_walk battle_ropes push_press,2,68,,2,1
2008,2023-05-16,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,3,113,,1,1
2009,2023-08-15,dumbbell_row farmers_walk battle_ropes push_press,2,79,,1,0
2010,2023-02-12,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,3,82,,0,2
2011,2023-01-30,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,5,89,,2,1
2012,2023-01-03,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,1,40,,0,0
2013,2023-07-17,crunches plank russian_twist side_plank bird_dog burpee,3,87,,0,1
2014,2023-01-31,yoga,1,86,,2,2
2015,2023-04-10,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,0,84,,1,1
2016,2023-03-12,dumbbell_row farmers_walk battle_ropes push_press,3,48,,0,0
2017,2023-08-21,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,3,118,,1,2
2018,2023-04-25,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,0,78,,0,2
2019,2023-01-25,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,2,60,,1,1
2020,2023-01-11,bicep_curl pull_up lat_pulldown dumbbell_row push_press,3,108,,0,0
2021,2023-03-25,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,2,109,,1,0
2022,2023-04-13,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,4,111,,0,0
2023,2023-03-24,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,4,71,,2,0
2024,2023-05-17,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,3,113,,1,2
2025,2023-02-21,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,0,91,,1,2
2026,2023-02-14,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,2,40,,0,0
2027,2023-04-05,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,0,76,,2,1
2028,2023-06-07,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,0,110,,1,1
2029,2023-07-14,pull_up lat_pulldown push_up dumbbell_row push_press,4,106,,1,0
2030,2023-05-06,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,5,40,,2,0
2031,2023-02-22,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,1,88,,0,2
2032,2023-05-30,dumbbell_row farmers_walk battle_ropes push_press,4,84,,0,2
2033,2023-01-18,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,5,78,,1,0
2034,2023-03-22,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,1,33,,0,1
2035,2023-08-10,yoga,2,84,,1,1
2036,2023-04-18,yoga,2,65,,2,1
2037,2023-04-06,deadlift superman lat_pulldown pull_up ,5,97,,0,2
2038,2023-05-05,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,2,75,,1,0
2039,2023-08-03,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,3,57,,1,2
2040,2023-07-09,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,3,66,,0,2
2041,2023-06-09,pull_up lat_pulldown push_up dumbbell_row push_press,5,82,,0,2
2042,2023-02-14,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,1,73,,1,2
2043,2023-01-15,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,5,106,,0,2
2044,2023-08-06,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,5,72,,0,1
2045,2023-07-28,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,4,52,,2,2
2046,2023-01-06,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,3,64,,0,2
2047,2023-06-07,yoga,4,109,,1,1
2048,2023-05-01,dumbbell_fly ,2,59,,2,0
2049,2023-06-18,deadlift superman lat_pulldown pull_up ,3,82,,0,0
2050,2023-04-08,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,5,78,,0,0
2051,2023-03-06,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,1,66,,2,0
2052,2023-01-18,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,2,102,,0,2
2053,2023-03-15,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,0,109,,1,2
2054,2023-06-11,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,1,96,,2,0
2055,2023-06-02,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,4,30,,0,2
2056,2023-03-28,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,4,75,,1,2
2057,2023-02-12,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,4,118,,0,0
2058,2023-07-12,pull_up lat_pulldown push_up dumbbell_row push_press,4,68,,1,0
2059,2023-07-20,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,5,35,,2,0
2060,2023-03-05,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,5,59,,2,2
2061,2023-03-05,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,0,32,,2,0
2062,2023-07-08,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,0,114,,2,2
2063,2023-07-01,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,4,52,,2,0
2064,2023-01-28,pull_up lat_pulldown push_up dumbbell_row push_press,4,52,,0,0
2065,2023-05-21,yoga,2,61,,0,0
2066,2023-05-06,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,4,62,,1,0
2067,2023-02-09,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,2,71,,0,1
2068,2023-06-04,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,3,74,,2,2
2069,2023-03-27,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,4,37,,1,2
2070,2023-01-22,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,3,66,,1,2
2071,2023-01-15,deadlift superman lat_pulldown pull_up ,2,91,,0,0
2072,2023-01-30,dumbbell_row farmers_walk battle_ropes push_press,1,109,,2,0
2073,2023-08-29,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,0,110,,1,2
2074,2023-08-01,crunches plank russian_twist side_plank bird_dog burpee,1,86,,1,0
2075,2023-05-06,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,1,91,,2,2
2076,2023-06-07,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,5,105,,1,1
2077,2023-02-23,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,5,66,,2,2
2078,2023-03-08,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,2,89,,2,2
2079,2023-03-31,dumbbell_fly ,5,115,,1,0
2080,2023-06-29,crunches plank russian_twist side_plank bird_dog burpee,0,102,,1,1
2081,2023-03-22,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,3,50,,1,1
2082,2023-07-12,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,4,65,,1,2
2083,2023-06-12,pull_up lat_pulldown push_up dumbbell_row push_press,4,98,,2,1
2084,2023-06-29,dumbbell_fly ,0,65,,0,1
2085,2023-08-13,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,2,71,,0,1
2086,2023-08-29,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,1,108,,2,2
2087,2023-05-14,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,1,63,,2,2
2088,2023-03-06,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,0,61,,0,1
2089,2023-01-15,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,2,111,,2,1
2090,2023-06-06,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,2,115,,2,2
2091,2023-03-31,bicep_curl pull_up lat_pulldown dumbbell_row push_press,1,64,,1,1
2092,2023-03-18,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,4,95,,1,2
2093,2023-06-04,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,3,45,,2,2
2094,2023-08-16,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,4,88,,2,1
2095,2023-06-29,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,5,95,,1,2
2096,2023-02-23,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,2,46,,0,1
2097,2023-05-07,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,0,88,,2,0
2098,2023-05-05,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,3,84,,0,0
2099,2023-05-31,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,2,112,,2,0
2100,2023-01-29,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,1,83,,2,2
2101,2023-02-26,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,2,77,,0,0
2102,2023-07-26,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,5,53,,2,0
2103,2023-07-20,pull_up lat_pulldown push_up dumbbell_row push_press,5,120,,0,1
2104,2023-06-16,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,1,99,,1,0
2105,2023-03-17,crunches plank russian_twist side_plank bird_dog burpee,4,111,,2,0
2106,2023-07-22,deadlift superman lat_pulldown pull_up ,2,63,,1,1
2107,2023-04-03,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,3,45,,0,2
2108,2023-07-22,dumbbell_row farmers_walk battle_ropes push_press,3,98,,2,0
2109,2023-06-01,deadlift superman lat_pulldown pull_up ,1,51,,1,1
2110,2023-06-01,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,4,84,,0,1
2111,2023-03-13,dumbbell_fly ,4,60,,0,2
2112,2023-01-13,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,0,77,,1,1
2113,2023-01-31,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,2,78,,1,0
2114,2023-08-18,dumbbell_row farmers_walk battle_ropes push_press,0,111,,0,2
2115,2023-05-21,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,3,84,,0,1
2116,2023-01-03,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,1,93,,2,2
2117,2023-07-13,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,1,101,,0,0
2118,2023-05-11,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,0,87,,1,1
2119,2023-03-10,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,1,65,,0,1
2120,2023-05-15,dumbbell_fly ,3,60,,2,0
2121,2023-06-02,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,0,94,,0,2
2122,2023-03-04,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,0,119,,1,1
2123,2023-08-01,dumbbell_fly ,1,88,,2,2
2124,2023-06-13,bicep_curl pull_up lat_pulldown dumbbell_row push_press,4,42,,1,0
2125,2023-04-23,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,0,39,,1,2
2126,2023-04-14,pull_up lat_pulldown push_up dumbbell_row push_press,0,117,,0,0
